timestamp,solar_cf,wind_cf,solar_actual_mw,wind_actual_mw,solar_available_mw,wind_available_mw
2025-04-01 00:00:00,0.0,0.1274,0,637,0,637
2025-04-01 00:30:00,0.0,0.1244,0,622,0,622
2025-04-01 01:00:00,0.0,0.1268,0,634,0,634
2025-04-01 01:30:00,0.0,0.138,0,690,0,690
2025-04-01 02:00:00,0.0,0.1446,0,723,0,723
2025-04-01 02:30:00,0.0,0.1522,0,761,0,761
2025-04-01 03:00:00,0.0,0.159,0,795,0,795
2025-04-01 03:30:00,0.0,0.1714,0,857,0,857
2025-04-01 04:00:00,0.0,0.1832,0,916,0,916
2025-04-01 04:30:00,1.25e-05,0.198,1,990,1,990
2025-04-01 05:00:00,6.25e-05,0.2102,5,1051,5,1051
2025-04-01 05:30:00,0.0030875,0.2234,247,1117,247,1117
2025-04-01 06:00:00,0.01265,0.2236,1012,1118,1012,1118
2025-04-01 06:30:00,0.0350125,0.2232,2801,1116,2801,1116
2025-04-01 07:00:00,0.0659125,0.2258,5273,1129,5273,1129
2025-04-01 07:30:00,0.10085,0.2306,8068,1153,8068,1153
2025-04-01 08:00:00,0.1342,0.2372,10736,1186,10736,1186
2025-04-01 08:30:00,0.16495,0.2414,13196,1207,13196,1207
2025-04-01 09:00:00,0.1980125,0.2484,15841,1242,15841,1242
2025-04-01 09:30:00,0.2269625,0.2654,18157,1327,18157,1327
2025-04-01 10:00:00,0.2521875,0.2828,20175,1414,20175,1414
2025-04-01 10:30:00,0.2692,0.2732,21536,1366,21536,1366
2025-04-01 11:00:00,0.2730125,0.2716,21841,1358,21841,1358
2025-04-01 11:30:00,0.2732875,0.2748,21863,1374,21863,1374
2025-04-01 12:00:00,0.269725,0.2842,21578,1421,21578,1421
2025-04-01 12:30:00,0.256925,0.283,20554,1415,20554,1415
2025-04-01 13:00:00,0.2401625,0.2864,19213,1432,19213,1432
2025-04-01 13:30:00,0.2236,0.3002,17888,1501,17888,1501
2025-04-01 14:00:00,0.2017625,0.3188,16141,1594,16141,1594
2025-04-01 14:30:00,0.172125,0.3232,13770,1616,13770,1616
2025-04-01 15:00:00,0.14405,0.3294,11524,1647,11524,1647
2025-04-01 15:30:00,0.11175,0.3184,8940,1592,8940,1592
2025-04-01 16:00:00,0.082625,0.3308,6610,1654,6610,1654
2025-04-01 16:30:00,0.0540375,0.3326,4323,1663,4323,1663
2025-04-01 17:00:00,0.028625,0.333,2290,1665,2290,1665
2025-04-01 17:30:00,0.011525,0.349,922,1745,922,1745
2025-04-01 18:00:00,0.0015625,0.3678,125,1839,125,1839
2025-04-01 18:30:00,1.25e-05,0.3806,1,1903,1,1903
2025-04-01 19:00:00,0.0,0.3922,0,1961,0,1961
2025-04-01 19:30:00,1.25e-05,0.4068,1,2034,1,2034
2025-04-01 20:00:00,0.0,0.3972,0,1986,0,1986
2025-04-01 20:30:00,1.25e-05,0.3892,1,1946,1,1946
2025-04-01 21:00:00,0.0,0.3868,0,1934,0,1934
2025-04-01 21:30:00,0.0,0.3916,0,1958,0,1958
2025-04-01 22:00:00,0.0,0.3952,0,1976,0,1976
2025-04-01 22:30:00,0.0,0.406,0,2030,0,2030
2025-04-01 23:00:00,0.0,0.3966,0,1983,0,1983
2025-04-01 23:30:00,0.0,0.3908,0,1954,0,1954
2025-04-02 00:00:00,0.0,0.4098,0,2049,0,2049
2025-04-02 00:30:00,0.0,0.4046,0,2023,0,2023
2025-04-02 01:00:00,0.0,0.3984,0,1992,0,1992
2025-04-02 01:30:00,0.0,0.3856,0,1928,0,1928
2025-04-02 02:00:00,0.0,0.3752,0,1876,0,1876
2025-04-02 02:30:00,0.0,0.3856,0,1928,0,1928
2025-04-02 03:00:00,0.0,0.4102,0,2051,0,2051
2025-04-02 03:30:00,0.0,0.4142,0,2071,0,2071
2025-04-02 04:00:00,0.0,0.4196,0,2098,0,2098
2025-04-02 04:30:00,1.25e-05,0.4324,1,2162,1,2162
2025-04-02 05:00:00,3.75e-05,0.443,3,2215,3,2215
2025-04-02 05:30:00,0.0021875,0.466,175,2330,175,2330
2025-04-02 06:00:00,0.0088,0.4638,704,2319,704,2319
2025-04-02 06:30:00,0.027975,0.452,2238,2260,2238,2260
2025-04-02 07:00:00,0.06165,0.4398,4932,2199,4932,2199
2025-04-02 07:30:00,0.1028875,0.4362,8231,2181,8231,2181
2025-04-02 08:00:00,0.1556625,0.4466,12453,2233,12453,2233
2025-04-02 08:30:00,0.21155,0.4516,16924,2258,16924,2258
2025-04-02 09:00:00,0.2517875,0.4486,20143,2243,20143,2243
2025-04-02 09:30:00,0.2808375,0.4378,22467,2189,22467,2189
2025-04-02 10:00:00,0.323375,0.4228,25869,2114,25870,2114
2025-04-02 10:30:00,0.3631,0.4218,28711,2109,29048,2109
2025-04-02 11:00:00,0.385225,0.421,30343,2105,30818,2105
2025-04-02 11:30:00,0.3890375,0.4206,30503,2103,31123,2103
2025-04-02 12:00:00,0.3775875,0.4182,29174,2091,30207,2091
2025-04-02 12:30:00,0.3634375,0.4244,27851,2122,29075,2122
2025-04-02 13:00:00,0.33345,0.4272,25802,2136,26676,2136
2025-04-02 13:30:00,0.2993875,0.4296,23643,2148,23951,2148
2025-04-02 14:00:00,0.2708625,0.4216,21349,2108,21669,2108
2025-04-02 14:30:00,0.2460625,0.4162,19684,2081,19685,2081
2025-04-02 15:00:00,0.20885,0.3912,16708,1956,16708,1956
2025-04-02 15:30:00,0.1698,0.376,13584,1880,13584,1880
2025-04-02 16:00:00,0.136725,0.372,10938,1860,10938,1860
2025-04-02 16:30:00,0.0959875,0.377,7679,1885,7679,1885
2025-04-02 17:00:00,0.0571,0.3824,4568,1912,4568,1912
2025-04-02 17:30:00,0.0238,0.3846,1904,1923,1904,1923
2025-04-02 18:00:00,0.0048,0.3776,384,1888,384,1888
2025-04-02 18:30:00,1.25e-05,0.3664,1,1832,1,1832
2025-04-02 19:00:00,1.25e-05,0.3544,1,1772,1,1772
2025-04-02 19:30:00,1.25e-05,0.3468,1,1734,1,1734
2025-04-02 20:00:00,0.0,0.3446,0,1723,0,1723
2025-04-02 20:30:00,1.25e-05,0.3416,1,1708,1,1708
2025-04-02 21:00:00,0.0,0.3256,0,1628,0,1628
2025-04-02 21:30:00,0.0,0.303,0,1515,0,1515
2025-04-02 22:00:00,0.0,0.2942,0,1471,0,1471
2025-04-02 22:30:00,0.0,0.2872,0,1436,0,1436
2025-04-02 23:00:00,0.0,0.2916,0,1458,0,1458
2025-04-02 23:30:00,0.0,0.2846,0,1423,0,1423
2025-04-03 00:00:00,0.0,0.2916,0,1458,0,1458
2025-04-03 00:30:00,0.0,0.2928,0,1464,0,1464
2025-04-03 01:00:00,0.0,0.29,0,1450,0,1450
2025-04-03 01:30:00,0.0,0.2842,0,1421,0,1421
2025-04-03 02:00:00,0.0,0.279,0,1395,0,1395
2025-04-03 02:30:00,0.0,0.2758,0,1379,0,1379
2025-04-03 03:00:00,0.0,0.2794,0,1397,0,1397
2025-04-03 03:30:00,0.0,0.2814,0,1407,0,1407
2025-04-03 04:00:00,0.0,0.278,0,1390,0,1390
2025-04-03 04:30:00,1.25e-05,0.2832,1,1416,1,1416
2025-04-03 05:00:00,3.75e-05,0.2802,3,1401,3,1401
2025-04-03 05:30:00,0.0025125,0.2854,201,1427,201,1427
2025-04-03 06:00:00,0.0114625,0.2826,917,1413,917,1413
2025-04-03 06:30:00,0.0410625,0.2802,3285,1401,3285,1401
2025-04-03 07:00:00,0.0861375,0.2722,6891,1361,6891,1361
2025-04-03 07:30:00,0.1419375,0.2622,11355,1311,11355,1311
2025-04-03 08:00:00,0.2007625,0.2436,15994,1207,16061,1218
2025-04-03 08:30:00,0.2601,0.2298,20733,1138,20808,1149
2025-04-03 09:00:00,0.3017375,0.2208,24054,1096,24139,1104
2025-04-03 09:30:00,0.3274375,0.2128,26112,1056,26195,1064
2025-04-03 10:00:00,0.34785,0.2008,26960,996,27828,1004
2025-04-03 10:30:00,0.3637375,0.2032,27713,1007,29099,1016
2025-04-03 11:00:00,0.37895,0.1984,28547,982,30316,992
2025-04-03 11:30:00,0.387825,0.191,29073,946,31026,955
2025-04-03 12:00:00,0.3972875,0.1934,29596,958,31783,967
2025-04-03 12:30:00,0.3926,0.1976,29423,978,31408,988
2025-04-03 13:00:00,0.3915375,0.1918,29793,949,31323,959
2025-04-03 13:30:00,0.377775,0.1884,29068,932,30222,942
2025-04-03 14:00:00,0.347575,0.1942,27134,961,27806,971
2025-04-03 14:30:00,0.314,0.2082,24931,1031,25120,1041
2025-04-03 15:00:00,0.2764375,0.2326,22053,1152,22115,1163
2025-04-03 15:30:00,0.231425,0.224,18459,1109,18514,1120
2025-04-03 16:00:00,0.1798875,0.2204,14391,1102,14391,1102
2025-04-03 16:30:00,0.1229,0.2286,9832,1143,9832,1143
2025-04-03 17:00:00,0.068,0.2434,5440,1217,5440,1217
2025-04-03 17:30:00,0.0271625,0.244,2173,1220,2173,1220
2025-04-03 18:00:00,0.0044875,0.2464,359,1232,359,1232
2025-04-03 18:30:00,1.25e-05,0.2426,1,1213,1,1213
2025-04-03 19:00:00,5e-05,0.2306,4,1153,4,1153
2025-04-03 19:30:00,1.25e-05,0.2198,1,1099,1,1099
2025-04-03 20:00:00,0.0,0.22,0,1100,0,1100
2025-04-03 20:30:00,1.25e-05,0.2142,1,1071,1,1071
2025-04-03 21:00:00,0.0,0.2082,0,1041,0,1041
2025-04-03 21:30:00,0.0,0.1986,0,993,0,993
2025-04-03 22:00:00,0.0,0.2026,0,1013,0,1013
2025-04-03 22:30:00,0.0,0.199,0,995,0,995
2025-04-03 23:00:00,0.0,0.2046,0,1023,0,1023
2025-04-03 23:30:00,0.0,0.205,0,1025,0,1025
2025-04-04 00:00:00,0.0,0.2214,0,1107,0,1107
2025-04-04 00:30:00,0.0,0.2124,0,1062,0,1062
2025-04-04 01:00:00,0.0,0.2144,0,1072,0,1072
2025-04-04 01:30:00,0.0,0.2166,0,1083,0,1083
2025-04-04 02:00:00,0.0,0.2446,0,1223,0,1223
2025-04-04 02:30:00,0.0,0.2802,0,1401,0,1401
2025-04-04 03:00:00,0.0,0.3032,0,1516,0,1516
2025-04-04 03:30:00,0.0,0.338,0,1690,0,1690
2025-04-04 04:00:00,0.0,0.3494,0,1747,0,1747
2025-04-04 04:30:00,1.25e-05,0.346,1,1730,1,1730
2025-04-04 05:00:00,0.0001,0.368,8,1840,8,1840
2025-04-04 05:30:00,0.004575,0.3616,366,1808,366,1808
2025-04-04 06:00:00,0.02955,0.3566,2364,1783,2364,1783
2025-04-04 06:30:00,0.0882125,0.3598,7057,1799,7057,1799
2025-04-04 07:00:00,0.1728125,0.3596,13825,1798,13825,1798
2025-04-04 07:30:00,0.264275,0.354,21142,1770,21142,1770
2025-04-04 08:00:00,0.3569,0.3708,28459,1805,28552,1854
2025-04-04 08:30:00,0.4392,0.3572,35022,1750,35136,1786
2025-04-04 09:00:00,0.503175,0.3576,39778,1766,40254,1788
2025-04-04 09:30:00,0.562175,0.35,43716,1734,44974,1750
2025-04-04 10:00:00,0.613125,0.3704,47028,1836,49050,1852
2025-04-04 10:30:00,0.647525,0.3714,49258,1842,51802,1857
2025-04-04 11:00:00,0.6704625,0.372,50713,1844,53637,1860
2025-04-04 11:30:00,0.6785375,0.3706,50929,1837,54283,1853
2025-04-04 12:00:00,0.6782125,0.3752,50200,1863,54257,1876
2025-04-04 12:30:00,0.6674375,0.3816,49025,1896,53395,1908
2025-04-04 13:00:00,0.6358125,0.3964,47376,1968,50865,1982
2025-04-04 13:30:00,0.594,0.4138,44674,2056,47520,2069
2025-04-04 14:00:00,0.5507875,0.4302,41827,2138,44063,2151
2025-04-04 14:30:00,0.4932875,0.4322,37709,2149,39463,2161
2025-04-04 15:00:00,0.4221,0.4434,32690,2202,33768,2217
2025-04-04 15:30:00,0.339525,0.436,26801,2165,27162,2180
2025-04-04 16:00:00,0.2539625,0.434,20317,2170,20317,2170
2025-04-04 16:30:00,0.1691875,0.4174,13535,2087,13535,2087
2025-04-04 17:00:00,0.091125,0.4036,7290,2018,7290,2018
2025-04-04 17:30:00,0.0345875,0.3922,2767,1961,2767,1961
2025-04-04 18:00:00,0.005725,0.39,458,1950,458,1950
2025-04-04 18:30:00,1.25e-05,0.3782,1,1891,1,1891
2025-04-04 19:00:00,6.25e-05,0.3656,5,1828,5,1828
2025-04-04 19:30:00,0.0,0.3398,0,1699,0,1699
2025-04-04 20:00:00,0.0,0.3306,0,1653,0,1653
2025-04-04 20:30:00,0.0,0.32,0,1600,0,1600
2025-04-04 21:00:00,0.0,0.3216,0,1608,0,1608
2025-04-04 21:30:00,0.0,0.308,0,1540,0,1540
2025-04-04 22:00:00,0.0,0.2932,0,1466,0,1466
2025-04-04 22:30:00,0.0,0.2768,0,1384,0,1384
2025-04-04 23:00:00,0.0,0.2884,0,1442,0,1442
2025-04-04 23:30:00,0.0,0.3146,0,1573,0,1573
2025-04-05 00:00:00,0.0,0.3048,0,1524,0,1524
2025-04-05 00:30:00,0.0,0.3124,0,1562,0,1562
2025-04-05 01:00:00,0.0,0.3156,0,1578,0,1578
2025-04-05 01:30:00,0.0,0.3008,0,1504,0,1504
2025-04-05 02:00:00,0.0,0.2996,0,1498,0,1498
2025-04-05 02:30:00,0.0,0.3052,0,1526,0,1526
2025-04-05 03:00:00,0.0,0.2864,0,1432,0,1432
2025-04-05 03:30:00,0.0,0.2712,0,1356,0,1356
2025-04-05 04:00:00,0.0,0.2664,0,1332,0,1332
2025-04-05 04:30:00,0.0,0.2532,0,1266,0,1266
2025-04-05 05:00:00,0.000175,0.2562,14,1281,14,1281
2025-04-05 05:30:00,0.0064625,0.253,517,1265,517,1265
2025-04-05 06:00:00,0.0371375,0.2526,2971,1263,2971,1263
2025-04-05 06:30:00,0.0975875,0.2348,7807,1174,7807,1174
2025-04-05 07:00:00,0.17945,0.2328,14356,1164,14356,1164
2025-04-05 07:30:00,0.2659125,0.2228,21273,1114,21273,1114
2025-04-05 08:00:00,0.3571,0.2238,28139,1066,28568,1119
2025-04-05 08:30:00,0.4396125,0.224,34727,1063,35169,1120
2025-04-05 09:00:00,0.5147125,0.2286,40603,1116,41177,1143
2025-04-05 09:30:00,0.570675,0.233,44425,1098,45654,1165
2025-04-05 10:00:00,0.6100375,0.244,47333,1122,48803,1220
2025-04-05 10:30:00,0.633675,0.2338,48669,1063,50694,1169
2025-04-05 11:00:00,0.6446125,0.22,49676,995,51569,1100
2025-04-05 11:30:00,0.653125,0.2208,50277,1005,52250,1104
2025-04-05 12:00:00,0.6463875,0.2206,49243,994,51711,1103
2025-04-05 12:30:00,0.6345375,0.2348,47766,1067,50763,1174
2025-04-05 13:00:00,0.6046625,0.2414,45850,1093,48373,1207
2025-04-05 13:30:00,0.5592125,0.2438,42643,1124,44737,1219
2025-04-05 14:00:00,0.4988,0.2674,38484,1250,39904,1337
2025-04-05 14:30:00,0.4311875,0.27,33632,1299,34495,1350
2025-04-05 15:00:00,0.3592875,0.2738,28201,1325,28743,1369
2025-04-05 15:30:00,0.2746625,0.2642,21694,1283,21973,1321
2025-04-05 16:00:00,0.18595,0.2524,14876,1262,14876,1262
2025-04-05 16:30:00,0.1129125,0.25,9033,1250,9033,1250
2025-04-05 17:00:00,0.05425,0.2392,4340,1196,4340,1196
2025-04-05 17:30:00,0.0172625,0.2454,1381,1227,1381,1227
2025-04-05 18:00:00,0.002575,0.2528,206,1264,206,1264
2025-04-05 18:30:00,1.25e-05,0.2362,1,1181,1,1181
2025-04-05 19:00:00,5e-05,0.2472,4,1236,4,1236
2025-04-05 19:30:00,1.25e-05,0.244,1,1220,1,1220
2025-04-05 20:00:00,0.0,0.2286,0,1143,0,1143
2025-04-05 20:30:00,1.25e-05,0.2046,1,1023,1,1023
2025-04-05 21:00:00,0.0,0.1996,0,998,0,998
2025-04-05 21:30:00,0.0,0.1996,0,998,0,998
2025-04-05 22:00:00,0.0,0.213,0,1065,0,1065
2025-04-05 22:30:00,0.0,0.2206,0,1103,0,1103
2025-04-05 23:00:00,0.0,0.2266,0,1133,0,1133
2025-04-05 23:30:00,0.0,0.2268,0,1134,0,1134
2025-04-06 00:00:00,0.0,0.2214,0,1107,0,1107
2025-04-06 00:30:00,0.0,0.2296,0,1148,0,1148
2025-04-06 01:00:00,0.0,0.2476,0,1238,0,1238
2025-04-06 01:30:00,0.0,0.2526,0,1263,0,1263
2025-04-06 02:00:00,0.0,0.2572,0,1286,0,1286
2025-04-06 02:30:00,0.0,0.2634,0,1317,0,1317
2025-04-06 03:00:00,0.0,0.2634,0,1317,0,1317
2025-04-06 03:30:00,0.0,0.265,0,1325,0,1325
2025-04-06 04:00:00,0.0,0.2616,0,1308,0,1308
2025-04-06 04:30:00,1.25e-05,0.2746,1,1373,1,1373
2025-04-06 05:00:00,0.00015,0.2764,12,1382,12,1382
2025-04-06 05:30:00,0.004575,0.2928,366,1464,366,1464
2025-04-06 06:00:00,0.0250875,0.3022,2007,1511,2007,1511
2025-04-06 06:30:00,0.0676,0.2994,5408,1497,5408,1497
2025-04-06 07:00:00,0.13185,0.2956,10548,1478,10548,1478
2025-04-06 07:30:00,0.201075,0.2772,16086,1386,16086,1386
2025-04-06 08:00:00,0.272425,0.283,21492,1289,21794,1415
2025-04-06 08:30:00,0.3393625,0.2802,26599,1231,27149,1401
2025-04-06 09:00:00,0.3951625,0.2874,30201,1272,31613,1437
2025-04-06 09:30:00,0.4489125,0.2804,32976,1232,35913,1402
2025-04-06 10:00:00,0.4817875,0.2682,34734,1157,38543,1341
2025-04-06 10:30:00,0.5019125,0.259,35639,1080,40153,1295
2025-04-06 11:00:00,0.5162125,0.2794,35772,1180,41297,1397
2025-04-06 11:30:00,0.5029125,0.2928,34380,1240,40233,1464
2025-04-06 12:00:00,0.4818875,0.27,32527,1110,38551,1350
2025-04-06 12:30:00,0.4698125,0.2494,31463,1010,37585,1247
2025-04-06 13:00:00,0.4541375,0.2292,30741,918,36331,1146
2025-04-06 13:30:00,0.4299375,0.2314,29283,930,34395,1157
2025-04-06 14:00:00,0.4099375,0.2524,28487,1034,32795,1262
2025-04-06 14:30:00,0.3882875,0.259,27420,1061,31063,1295
2025-04-06 15:00:00,0.3502,0.2492,25327,1015,28016,1246
2025-04-06 15:30:00,0.2974,0.2256,22288,899,23792,1128
2025-04-06 16:00:00,0.22835,0.218,17857,922,18268,1090
2025-04-06 16:30:00,0.154725,0.2162,12378,985,12378,1081
2025-04-06 17:00:00,0.0851125,0.2186,6809,1093,6809,1093
2025-04-06 17:30:00,0.033875,0.2294,2710,1147,2710,1147
2025-04-06 18:00:00,0.0065625,0.2346,525,1173,525,1173
2025-04-06 18:30:00,1.25e-05,0.2466,1,1233,1,1233
2025-04-06 19:00:00,5e-05,0.2474,4,1237,4,1237
2025-04-06 19:30:00,1.25e-05,0.2456,1,1228,1,1228
2025-04-06 20:00:00,0.0,0.2342,0,1171,0,1171
2025-04-06 20:30:00,1.25e-05,0.2338,1,1169,1,1169
2025-04-06 21:00:00,0.0,0.2394,0,1197,0,1197
2025-04-06 21:30:00,0.0,0.2256,0,1128,0,1128
2025-04-06 22:00:00,0.0,0.2268,0,1134,0,1134
2025-04-06 22:30:00,0.0,0.2374,0,1187,0,1187
2025-04-06 23:00:00,0.0,0.2504,0,1252,0,1252
2025-04-06 23:30:00,0.0,0.256,0,1280,0,1280
2025-04-07 00:00:00,0.0,0.2578,0,1289,0,1289
2025-04-07 00:30:00,0.0,0.2728,0,1364,0,1364
2025-04-07 01:00:00,0.0,0.2824,0,1412,0,1412
2025-04-07 01:30:00,0.0,0.2696,0,1348,0,1348
2025-04-07 02:00:00,0.0,0.2568,0,1284,0,1284
2025-04-07 02:30:00,0.0,0.2496,0,1248,0,1248
2025-04-07 03:00:00,0.0,0.25,0,1250,0,1250
2025-04-07 03:30:00,0.0,0.2394,0,1197,0,1197
2025-04-07 04:00:00,0.0,0.2388,0,1194,0,1194
2025-04-07 04:30:00,0.0,0.237,0,1185,0,1185
2025-04-07 05:00:00,0.000125,0.229,10,1145,10,1145
2025-04-07 05:30:00,0.00455,0.2362,364,1181,364,1181
2025-04-07 06:00:00,0.0299375,0.2428,2395,1214,2395,1214
2025-04-07 06:30:00,0.08645,0.2278,6916,1139,6916,1139
2025-04-07 07:00:00,0.1661875,0.1956,13295,978,13295,978
2025-04-07 07:30:00,0.2532875,0.1768,20263,884,20263,884
2025-04-07 08:00:00,0.346825,0.178,27652,839,27746,890
2025-04-07 08:30:00,0.4365875,0.1794,34643,853,34927,897
2025-04-07 09:00:00,0.513275,0.2044,40003,985,41062,1022
2025-04-07 09:30:00,0.573275,0.224,43822,1081,45862,1120
2025-04-07 10:00:00,0.6199625,0.2272,47273,1099,49597,1136
2025-04-07 10:30:00,0.665325,0.2594,50438,1260,53226,1297
2025-04-07 11:00:00,0.6904,0.265,51933,1288,55232,1325
2025-04-07 11:30:00,0.691625,0.2826,51425,1374,55330,1413
2025-04-07 12:00:00,0.677625,0.3162,49594,1536,54210,1581
2025-04-07 12:30:00,0.649625,0.3288,47378,1598,51970,1644
2025-04-07 13:00:00,0.6165125,0.34,45683,1653,49321,1700
2025-04-07 13:30:00,0.5752625,0.3448,42785,1681,46021,1724
2025-04-07 14:00:00,0.527525,0.3478,39434,1701,42202,1739
2025-04-07 14:30:00,0.47605,0.335,36007,1637,38084,1675
2025-04-07 15:00:00,0.4132,0.3622,31449,1770,33056,1811
2025-04-07 15:30:00,0.3418625,0.369,26780,1804,27349,1845
2025-04-07 16:00:00,0.2648875,0.3822,21191,1911,21191,1911
2025-04-07 16:30:00,0.177075,0.3848,14166,1924,14166,1924
2025-04-07 17:00:00,0.096275,0.394,7702,1970,7702,1970
2025-04-07 17:30:00,0.036975,0.392,2958,1960,2958,1960
2025-04-07 18:00:00,0.0067125,0.3808,537,1904,537,1904
2025-04-07 18:30:00,1.25e-05,0.3722,1,1861,1,1861
2025-04-07 19:00:00,5e-05,0.3716,4,1858,4,1858
2025-04-07 19:30:00,1.25e-05,0.3662,1,1831,1,1831
2025-04-07 20:00:00,0.0,0.371,0,1855,0,1855
2025-04-07 20:30:00,0.0,0.372,0,1860,0,1860
2025-04-07 21:00:00,0.0,0.3832,0,1916,0,1916
2025-04-07 21:30:00,0.0,0.4022,0,2011,0,2011
2025-04-07 22:00:00,0.0,0.381,0,1905,0,1905
2025-04-07 22:30:00,0.0,0.3854,0,1927,0,1927
2025-04-07 23:00:00,0.0,0.385,0,1925,0,1925
2025-04-07 23:30:00,0.0,0.377,0,1885,0,1885
2025-04-08 00:00:00,0.0,0.3492,0,1746,0,1746
2025-04-08 00:30:00,0.0,0.3614,0,1807,0,1807
2025-04-08 01:00:00,0.0,0.3728,0,1864,0,1864
2025-04-08 01:30:00,0.0,0.36,0,1800,0,1800
2025-04-08 02:00:00,0.0,0.3572,0,1786,0,1786
2025-04-08 02:30:00,0.0,0.3414,0,1707,0,1707
2025-04-08 03:00:00,0.0,0.3366,0,1683,0,1683
2025-04-08 03:30:00,0.0,0.3474,0,1737,0,1737
2025-04-08 04:00:00,0.0,0.3364,0,1682,0,1682
2025-04-08 04:30:00,0.0,0.3208,0,1604,0,1604
2025-04-08 05:00:00,0.0003375,0.304,27,1520,27,1520
2025-04-08 05:30:00,0.0069375,0.288,555,1440,555,1440
2025-04-08 06:00:00,0.0377875,0.2656,3023,1328,3023,1328
2025-04-08 06:30:00,0.0952125,0.2542,7617,1271,7617,1271
2025-04-08 07:00:00,0.17665,0.2382,14132,1191,14132,1191
2025-04-08 07:30:00,0.267175,0.2288,21374,1144,21374,1144
2025-04-08 08:00:00,0.35595,0.2248,28379,1035,28476,1124
2025-04-08 08:30:00,0.4353625,0.2194,34703,996,34829,1097
2025-04-08 09:00:00,0.5051875,0.216,40104,954,40415,1080
2025-04-08 09:30:00,0.5652875,0.219,44263,967,45223,1095
2025-04-08 10:00:00,0.6176,0.2196,47993,948,49408,1098
2025-04-08 10:30:00,0.65,0.2164,50054,909,52000,1082
2025-04-08 11:00:00,0.6702875,0.2174,50952,920,53623,1087
2025-04-08 11:30:00,0.6811375,0.2142,51221,889,54491,1071
2025-04-08 12:00:00,0.6778625,0.2052,50365,859,54229,1026
2025-04-08 12:30:00,0.6576,0.1938,48735,809,52608,969
2025-04-08 13:00:00,0.6240375,0.1914,46611,790,49923,957
2025-04-08 13:30:00,0.5726875,0.1884,42982,749,45815,942
2025-04-08 14:00:00,0.5041375,0.1874,38051,731,40331,937
2025-04-08 14:30:00,0.430875,0.1812,32941,691,34470,906
2025-04-08 15:00:00,0.345925,0.1778,26918,697,27674,889
2025-04-08 15:30:00,0.2623625,0.176,20866,752,20989,880
2025-04-08 16:00:00,0.19225,0.168,15380,749,15380,840
2025-04-08 16:30:00,0.1264875,0.1722,10119,779,10119,861
2025-04-08 17:00:00,0.0706625,0.1742,5653,871,5653,871
2025-04-08 17:30:00,0.0288875,0.1768,2311,884,2311,884
2025-04-08 18:00:00,0.0059875,0.1884,479,942,479,942
2025-04-08 18:30:00,1.25e-05,0.1846,1,923,1,923
2025-04-08 19:00:00,3.75e-05,0.1822,3,911,3,911
2025-04-08 19:30:00,1.25e-05,0.1994,1,997,1,997
2025-04-08 20:00:00,0.0,0.204,0,1020,0,1020
2025-04-08 20:30:00,1.25e-05,0.204,1,1020,1,1020
2025-04-08 21:00:00,0.0,0.2208,0,1104,0,1104
2025-04-08 21:30:00,0.0,0.2418,0,1209,0,1209
2025-04-08 22:00:00,0.0,0.2368,0,1184,0,1184
2025-04-08 22:30:00,0.0,0.2264,0,1132,0,1132
2025-04-08 23:00:00,0.0,0.23,0,1150,0,1150
2025-04-08 23:30:00,0.0,0.214,0,1070,0,1070
2025-04-09 00:00:00,0.0,0.187,0,935,0,935
2025-04-09 00:30:00,0.0,0.186,0,930,0,930
2025-04-09 01:00:00,0.0,0.1972,0,986,0,986
2025-04-09 01:30:00,0.0,0.199,0,995,0,995
2025-04-09 02:00:00,0.0,0.1992,0,996,0,996
2025-04-09 02:30:00,0.0,0.182,0,910,0,910
2025-04-09 03:00:00,0.0,0.185,0,925,0,925
2025-04-09 03:30:00,0.0,0.184,0,920,0,920
2025-04-09 04:00:00,0.0,0.1784,0,892,0,892
2025-04-09 04:30:00,1.25e-05,0.1774,1,887,1,887
2025-04-09 05:00:00,0.0004375,0.1748,35,874,35,874
2025-04-09 05:30:00,0.0069125,0.1762,553,881,553,881
2025-04-09 06:00:00,0.0394375,0.1724,3155,862,3155,862
2025-04-09 06:30:00,0.10285,0.161,8228,805,8228,805
2025-04-09 07:00:00,0.1892,0.1648,15136,824,15136,824
2025-04-09 07:30:00,0.2805875,0.1514,22447,757,22447,757
2025-04-09 08:00:00,0.3721875,0.145,29772,724,29775,725
2025-04-09 08:30:00,0.4590625,0.1382,36722,687,36725,691
2025-04-09 09:00:00,0.53645,0.1352,42378,669,42916,676
2025-04-09 09:30:00,0.6030375,0.1338,46583,650,48243,669
2025-04-09 10:00:00,0.656225,0.135,49676,639,52498,675
2025-04-09 10:30:00,0.690725,0.164,51755,757,55258,820
2025-04-09 11:00:00,0.71455,0.1958,52917,854,57164,979
2025-04-09 11:30:00,0.7219,0.2298,53371,986,57752,1149
2025-04-09 12:00:00,0.7215,0.278,52233,1222,57720,1390
2025-04-09 12:30:00,0.7084,0.3256,51152,1390,56672,1628
2025-04-09 13:00:00,0.684425,0.3444,50567,1478,54754,1722
2025-04-09 13:30:00,0.6471375,0.3548,48236,1531,51771,1774
2025-04-09 14:00:00,0.5973625,0.3536,44706,1525,47789,1768
2025-04-09 14:30:00,0.534075,0.3404,40541,1505,42726,1702
2025-04-09 15:00:00,0.45655,0.3464,35673,1599,36524,1732
