単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/3/13,13:00,38725,1315,16122,4771,296,1445,657,0,470,8647,0,206,0,131,2,4403,258,38723
2026/3/13,13:30,38168,1315,16528,5449,297,1439,657,0,470,6492,0,191,0,724,2,4348,256,38168
2026/3/13,14:00,37322,1315,16878,5982,296,1417,658,0,469,5030,0,174,0,423,3,4412,265,37322
2026/3/13,14:30,37444,1315,17687,6040,316,1406,665,0,470,4326,0,152,0,406,2,4390,269,37444
2026/3/13,15:00,37783,1315,18596,6110,360,1428,981,0,472,3419,0,135,0,307,0,4393,269,37785
2026/3/13,15:30,38095,1315,19902,6134,407,1433,996,0,472,2202,0,133,0,446,0,4376,279,38095
2026/3/13,16:00,38408,1315,20861,6128,407,1407,1010,0,471,1231,0,121,0,866,15,4315,259,38406
2026/3/13,16:30,38702,1315,21418,6122,407,1435,1001,0,472,587,0,116,0,1276,25,4280,248,38702
2026/3/13,17:00,39163,1315,21901,6123,406,1509,1036,0,475,181,0,122,0,1475,28,4334,258,39163
2026/3/13,17:30,39823,1315,21928,6122,406,1492,1040,0,475,9,0,119,0,2736,34,3900,247,39823
2026/3/13,18:00,40036,1315,21911,6121,406,1484,975,0,477,0,0,134,0,2976,34,3952,252,40037
2026/3/13,18:30,39755,1315,22305,6123,407,1445,973,0,478,0,0,144,0,2377,32,3909,246,39754
2026/3/13,19:00,39280,1315,22356,6118,407,1430,1000,0,479,0,0,162,0,1635,30,4099,248,39279
2026/3/13,19:30,38716,1315,22602,5983,406,1453,1005,0,479,0,0,171,0,1081,16,3950,256,38717
2026/3/13,20:00,38054,1315,22671,5609,407,1513,974,0,486,0,0,190,0,782,13,3844,249,38053
2026/3/13,20:30,37507,1315,22493,5450,407,1473,967,0,486,0,0,196,0,804,7,3657,252,37507
2026/3/13,21:00,36482,1315,21660,5405,405,1458,958,0,487,0,0,210,0,417,5,3909,254,36483
2026/3/13,21:30,35376,1315,21190,5259,406,1453,916,0,487,0,0,205,0,273,2,3609,261,35376
2026/3/13,22:00,34561,1315,21369,5144,374,1442,835,0,486,0,0,193,0,273,0,2887,243,34561
2026/3/13,22:30,33423,1288,20560,5143,374,1429,774,0,483,0,0,185,0,272,0,2659,256,33423
2026/3/13,23:00,32321,1158,19935,5035,375,1415,643,0,484,0,0,193,0,116,4,2708,256,32322
2026/3/13,23:30,30960,974,18881,4941,374,1405,634,0,483,0,0,203,0,0,0,2861,205,30961
2026/3/14,0:00,29763,770,16723,4837,405,1405,532,0,477,0,0,221,0,0,2,4189,202,29763
2026/3/14,0:30,28652,608,15379,4994,405,1419,549,0,480,0,0,249,0,0,2,4313,255,28653
2026/3/14,1:00,27948,566,15202,5128,405,1390,551,0,477,0,0,249,0,0,0,3671,309,27948
2026/3/14,1:30,27609,516,15643,5111,406,1422,555,0,478,0,0,258,0,0,0,2899,321,27609
2026/3/14,2:00,27312,453,15338,5110,405,1427,549,0,477,0,0,269,0,0,0,2955,330,27313
2026/3/14,2:30,27384,338,16147,5110,405,1431,551,0,478,0,0,268,0,-163,0,2491,327,27383
2026/3/14,3:00,27412,316,15999,5110,405,1416,572,0,480,0,0,258,0,-740,0,3273,323,27412
2026/3/14,3:30,27235,290,15774,5109,405,1405,574,0,483,0,0,272,0,-751,0,3358,314,27233
2026/3/14,4:00,27395,220,16003,5111,406,1374,575,0,479,0,0,272,0,-751,0,3411,296,27396
2026/3/14,4:30,27497,171,16535,5184,406,1400,556,0,479,0,0,272,0,-751,0,2977,268,27497
2026/3/14,5:00,28035,168,16793,5209,404,1405,563,0,478,0,0,277,0,-490,1,3000,227,28035
2026/3/14,5:30,28376,163,16344,5210,406,1409,566,0,478,0,0,278,0,0,4,3327,191,28376
2026/3/14,6:00,29092,160,16580,5210,405,1384,596,0,479,67,0,253,0,212,15,3493,238,29092
2026/3/14,6:30,29429,159,16289,5039,406,1414,626,0,478,936,0,258,0,196,6,3356,267,29430
2026/3/14,7:00,29858,162,15494,4656,406,1318,614,0,480,2487,0,267,0,207,0,3460,307,29858
2026/3/14,7:30,29881,165,12451,4306,406,1249,623,0,477,4575,0,260,0,842,2,4231,294,29881
2026/3/14,8:00,29910,166,10141,3765,296,1188,602,0,424,7196,0,262,0,1166,1,4398,304,29909
2026/3/14,8:30,30265,169,9241,3227,296,1136,600,0,425,9707,0,267,0,612,0,4270,314,30264
2026/3/14,9:00,30694,172,8503,2820,295,1104,594,0,424,11768,0,275,0,52,13,4379,296,30695
2026/3/14,9:30,30703,175,7718,2545,296,1068,601,0,424,13390,0,280,0,-344,11,4232,307,30703
2026/3/14,10:00,30690,178,7722,2462,295,1073,602,0,422,14708,0,279,0,-1718,11,4366,290,30690
2026/3/14,10:30,30597,182,8312,2455,296,1023,592,0,422,15641,0,283,0,-3136,6,4217,303,30596
2026/3/14,11:00,30566,184,8591,2458,296,1048,585,0,423,16263,0,272,0,-3567,1,3712,300,30566
2026/3/14,11:30,30324,132,7993,2413,296,1096,586,0,418,16484,0,240,0,-3197,1,3558,304,30324
2026/3/14,12:00,29790,32,7693,2384,295,1069,614,0,411,16440,0,228,0,-3631,1,3953,301,29790
2026/3/14,12:30,29216,0,7911,2386,296,1058,625,0,403,16174,0,219,0,-4175,1,4013,304,29215
2026/3/14,13:00,28888,0,7961,2384,295,1073,603,0,396,15459,0,214,0,-3827,1,4024,304,28887
2026/3/14,13:30,28205,0,7746,2355,296,1103,559,0,390,14372,0,215,0,-3344,1,4209,304,28206
2026/3/14,14:00,27626,0,7925,2371,296,1097,567,0,385,12931,0,205,0,-2499,0,4047,299,27624
2026/3/14,14:30,27088,0,8308,2481,296,1100,572,0,383,11188,0,193,0,-2023,6,4279,305,27088
2026/3/14,15:00,27226,0,8821,2697,297,1149,579,0,384,9174,0,186,0,-597,0,4233,303,27226
2026/3/14,15:30,27569,0,9526,3182,296,1171,596,0,383,6768,0,159,0,893,0,4296,298,27568
2026/3/14,16:00,28188,0,11582,3902,400,1233,605,0,409,4272,0,141,0,1767,11,3563,303,28188
2026/3/14,16:30,28853,0,13865,4442,400,1311,636,0,410,2203,0,128,0,762,20,4380,296,28853
2026/3/14,17:00,29688,0,15741,5133,400,1397,693,0,414,745,0,130,0,243,23,4470,298,29687
2026/3/14,17:30,30931,0,17372,5585,400,1390,698,0,415,42,0,119,0,801,26,3788,295,30931
2026/3/14,18:00,32259,0,18039,5620,402,1373,742,0,417,0,0,120,0,1797,20,3422,307,32259
2026/3/14,18:30,32578,0,18266,5624,401,1380,723,0,418,0,0,129,0,2111,21,3201,304,32578
2026/3/14,19:00,32655,0,18250,5622,402,1423,754,0,417,0,0,134,0,1967,20,3360,306,32655
2026/3/14,19:30,32522,0,18197,5623,402,1428,756,0,418,0,0,129,0,1732,23,3507,307,32522
2026/3/14,20:00,32310,0,18013,5622,401,1420,707,0,422,0,0,131,0,1527,23,3740,305,32311
2026/3/14,20:30,32045,0,17981,5623,402,1429,696,0,422,0,0,140,0,1408,17,3617,310,32045
2026/3/14,21:00,31464,0,17531,5553,403,1420,654,0,422,0,0,144,0,940,4,4093,299,31463
2026/3/14,21:30,30734,0,16973,5522,404,1389,646,0,423,0,0,148,0,805,2,4115,308,30735
2026/3/14,22:00,30187,0,17198,5524,404,1392,604,0,421,0,0,144,0,762,2,3441,294,30186
2026/3/14,22:30,29321,0,16296,5522,404,1395,570,0,418,0,0,131,0,666,4,3613,303,29322
