単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/3/8,8:00,27434,1320,9022,2734,318,1162,598,0,430,6612,239,261,26,220,2,4527,229,27435
2026/3/8,8:30,27716,1320,8542,2426,317,1125,593,0,431,8932,298,271,22,-196,1,3716,239,27717
2026/3/8,9:00,28297,1319,8240,2156,318,1128,571,0,431,10980,371,281,25,-1064,1,3717,220,28298
2026/3/8,9:30,28669,1319,7531,1953,316,1161,575,0,432,12705,433,279,26,-1679,1,3846,229,28668
2026/3/8,10:00,28892,1320,7049,1902,316,1134,586,0,433,14037,496,283,24,-2435,1,4032,235,28893
2026/3/8,10:30,28921,1319,6902,1890,317,1101,584,0,439,15023,531,275,23,-3199,1,4021,248,28921
2026/3/8,11:00,28892,1319,7094,1890,316,1060,591,0,438,15743,555,234,22,-4134,1,4095,245,28892
2026/3/8,11:30,28875,1319,8034,1887,316,1088,586,0,438,15899,860,215,42,-5182,1,4026,247,28874
2026/3/8,12:00,28683,1319,8210,1891,317,1099,564,0,436,15754,1000,181,81,-5537,1,4194,253,28682
2026/3/8,12:30,28071,1319,7900,1893,318,1119,589,0,436,15454,837,222,47,-5597,1,4167,252,28073
2026/3/8,13:00,27682,1319,8269,1926,318,1086,569,0,435,14990,538,265,21,-5951,1,4188,267,27682
2026/3/8,13:30,27041,1319,8437,2011,318,1073,562,0,436,13896,473,277,21,-5735,1,4189,257,27041
2026/3/8,14:00,26612,1319,8693,2172,317,1064,538,0,436,12475,420,276,17,-5207,2,4283,244,26612
2026/3/8,14:30,26348,1319,8924,2349,318,1127,535,0,436,10709,357,273,19,-4109,4,4217,245,26347
2026/3/8,15:00,26318,1320,8986,2876,320,1156,625,0,438,8656,284,240,21,-2817,1,4254,262,26317
2026/3/8,15:30,26679,1320,9088,3386,318,1152,639,0,438,6345,204,241,18,-420,0,3907,265,26679
2026/3/8,16:00,27746,1320,10146,4169,328,1263,755,0,475,4129,0,255,0,740,13,3898,256,27747
2026/3/8,16:30,29174,1320,11381,4919,384,1423,782,0,479,2060,0,281,0,1628,13,4251,253,29174
2026/3/8,17:00,30831,1319,13000,5344,355,1444,926,0,476,621,0,233,0,2558,26,4280,247,30829
2026/3/8,17:30,32578,1319,14889,5762,354,1470,927,0,476,14,0,233,0,2132,30,4734,238,32578
2026/3/8,18:00,34032,1319,15944,6303,354,1489,962,0,479,0,0,244,0,1650,30,5016,242,34032
2026/3/8,18:30,34533,1319,16308,6580,355,1474,964,0,478,0,0,246,0,1432,32,5107,237,34532
2026/3/8,19:00,34752,1319,16351,6609,354,1460,969,0,479,0,0,252,0,1524,34,5180,221,34752
2026/3/8,19:30,34731,1320,16344,6608,355,1440,970,0,480,0,0,229,0,1316,24,5406,238,34730
2026/3/8,20:00,34653,1320,16330,6608,356,1425,964,0,484,0,0,235,0,1154,17,5524,237,34654
2026/3/8,20:30,34386,1320,16148,6608,355,1437,969,0,485,0,0,232,0,958,10,5617,247,34386
2026/3/8,21:00,33877,1320,15827,6492,355,1471,933,0,485,0,0,254,0,850,7,5639,245,33878
2026/3/8,21:30,33027,1320,14833,6462,355,1493,916,0,485,0,0,259,0,835,4,5813,254,33029
2026/3/8,22:00,32291,1320,14249,6461,350,1474,677,0,484,0,0,270,0,1062,9,5678,257,32291
2026/3/8,22:30,31132,1320,13264,6428,346,1421,618,0,485,0,0,276,0,1079,2,5627,266,31132
2026/3/8,23:00,30367,1320,12867,6434,342,1420,599,0,486,0,0,240,0,1084,2,5297,277,30368
2026/3/8,23:30,29135,1320,12052,6516,343,1416,581,0,486,0,0,263,0,660,0,5201,299,29137
2026/3/9,0:00,28166,1320,12151,6515,341,1417,613,0,465,0,0,228,0,304,2,4585,225,28166
2026/3/9,0:30,27262,1319,11606,6425,342,1432,609,0,464,0,0,243,0,-409,2,4953,277,27263
2026/3/9,1:00,26856,1319,11829,6418,342,1435,589,0,464,0,0,238,0,-901,2,4819,301,26855
2026/3/9,1:30,26569,1319,12186,6414,343,1410,595,0,465,0,0,237,0,-1412,2,4701,310,26570
2026/3/9,2:00,26550,1319,12144,6416,342,1401,612,0,464,0,0,237,0,-1547,2,4838,321,26549
2026/3/9,2:30,26411,1319,12357,6414,342,1434,620,0,465,0,0,212,0,-989,1,3914,321,26410
2026/3/9,3:00,26580,1320,12309,6417,343,1450,634,0,467,0,0,194,0,-368,1,3493,320,26580
2026/3/9,3:30,26627,1320,11669,6416,343,1493,628,0,466,0,0,191,0,-346,0,4141,307,26628
2026/3/9,4:00,26991,1320,11762,6433,342,1507,653,0,466,0,0,183,0,-289,0,4296,317,26990
2026/3/9,4:30,27407,1320,12371,6559,343,1212,653,0,467,0,0,177,0,134,0,3893,279,27408
2026/3/9,5:00,28570,1320,13277,6558,342,1092,917,0,466,0,0,167,0,702,0,3432,295,28568
2026/3/9,5:30,29791,1320,14274,6560,343,1055,928,0,465,0,0,167,0,812,2,3614,252,29792
2026/3/9,6:00,31983,1320,16055,6559,344,1089,971,0,470,31,0,156,0,1258,7,3459,265,31984
2026/3/9,6:30,33842,1320,16983,6562,352,1125,978,0,469,490,0,144,0,1577,12,3608,223,33843
2026/3/9,7:00,35424,1320,17148,6558,363,1140,970,0,468,1508,0,140,0,1104,10,4493,201,35423
2026/3/9,7:30,36454,1320,16865,6561,364,1133,977,0,468,2844,0,144,0,1012,7,4584,175,36454
2026/3/9,8:00,38017,1320,16434,6561,363,1115,986,0,464,4379,0,137,0,35,7,6034,183,38018
2026/3/9,8:30,39111,1320,15856,6563,363,1099,972,0,463,5833,0,130,0,0,0,6322,190,39111
2026/3/9,9:00,39285,1320,14226,6564,363,1083,962,0,460,7562,0,139,0,0,0,6425,181,39285
2026/3/9,9:30,38893,1320,12207,6564,362,1063,958,0,461,9584,0,132,0,-246,0,6284,205,38894
2026/3/9,10:00,38790,1319,11264,6563,363,1040,860,0,460,11821,0,130,0,-1599,0,6356,212,38789
2026/3/9,10:30,38353,1319,11091,6563,363,1081,862,0,460,13222,0,129,0,-3335,1,6364,233,38353
2026/3/9,11:00,38037,1319,10817,6561,363,1110,641,0,461,14408,0,124,0,-4363,2,6347,245,38035
2026/3/9,11:30,37491,1319,10258,6471,364,1149,654,0,462,14819,0,122,0,-4770,2,6391,252,37493
2026/3/9,12:00,36102,1318,10233,5480,399,1162,649,0,460,14757,0,138,0,-4983,0,6235,253,36101
2026/3/9,12:30,35341,1319,10236,5353,363,1162,689,0,471,14366,0,138,0,-4605,0,5591,258,35341
2026/3/9,13:00,35697,1319,10861,5669,364,1122,695,0,476,13761,0,135,0,-3824,0,4870,250,35698
2026/3/9,13:30,35343,1319,10600,5964,368,1085,702,0,476,12932,0,130,0,-3699,0,5231,235,35343
2026/3/9,14:00,35135,1316,11291,6297,369,1090,863,0,484,11640,0,127,0,-3305,0,4735,229,35136
2026/3/9,14:30,34904,1317,11699,6558,369,1098,840,0,490,9946,0,109,0,-2670,1,4917,229,34903
2026/3/9,15:00,34807,1319,12296,6562,400,1079,922,0,491,7854,0,97,0,-1623,0,5168,242,34807
2026/3/9,15:30,35137,1319,13607,6563,442,1081,930,0,491,5551,0,92,0,-54,0,4878,237,35137
2026/3/9,16:00,35596,1319,15799,6558,440,1067,1099,0,497,3368,0,84,0,0,12,5100,254,35597
2026/3/9,16:30,35983,1319,18201,6560,471,1061,1143,0,498,1539,0,76,0,97,13,4761,244,35983
2026/3/9,17:00,36565,1319,19717,6559,471,1059,1180,0,506,440,0,67,0,564,24,4423,234,36563
2026/3/9,17:30,37516,1319,20761,6560,472,1058,1195,0,506,11,0,56,0,1044,35,4275,223,37515
2026/3/9,18:00,38195,1319,21127,6559,473,1049,1198,0,510,0,0,52,0,1488,29,4158,233,38195
2026/3/9,18:30,38250,1319,21251,6562,472,1082,1194,0,509,0,0,44,0,1548,30,4007,232,38250
2026/3/9,19:00,37831,1319,20879,6560,472,1080,1195,0,511,0,0,42,0,1532,30,3993,218,37831
2026/3/9,19:30,37379,1319,20719,6560,472,1057,1199,0,511,0,0,42,0,1333,18,3921,228,37379
2026/3/9,20:00,36806,1319,20389,6561,472,1088,1179,0,515,0,0,46,0,1251,17,3738,230,36805
2026/3/9,20:30,36354,1319,20328,6557,473,1062,1165,0,516,0,0,46,0,999,8,3641,240,36354
2026/3/9,21:00,35432,1319,20109,6560,472,1042,1124,0,516,0,0,47,0,295,2,3701,247,35434
2026/3/9,21:30,34416,1319,19392,6560,473,1053,1104,0,516,0,0,46,0,0,0,3695,259,34417
2026/3/9,22:00,33505,1319,18388,6559,434,1076,1057,0,515,0,0,45,0,0,1,3854,257,33505
2026/3/9,22:30,32407,1319,17580,6559,429,1052,1029,0,515,0,0,44,0,0,0,3609,272,32408
2026/3/9,23:00,31411,1319,16816,6558,430,1051,850,0,515,0,0,43,0,0,0,3574,255,31411
2026/3/9,23:30,30203,1319,16072,6559,430,1031,841,0,515,0,0,42,0,0,0,3116,277,30202
2026/3/10,0:00,29081,1319,15071,6558,394,1029,659,0,511,0,0,39,0,0,0,3331,170,29081
2026/3/10,0:30,27992,1319,13883,6559,354,1007,667,0,510,0,0,39,0,0,0,3426,228,27992
2026/3/10,1:00,27605,1319,13683,6562,356,985,676,0,510,0,0,42,0,0,0,3244,229,27606
2026/3/10,1:30,27401,1319,13398,6562,357,989,680,0,511,0,0,43,0,0,0,3303,240,27402
2026/3/10,2:00,27530,1318,13614,6559,358,982,691,0,510,0,0,53,0,-110,1,3314,238,27528
2026/3/10,2:30,27562,1319,13966,6560,357,1031,689,0,511,0,0,54,0,-134,0,2970,238,27561
2026/3/10,3:00,27847,1319,14160,6560,356,1002,678,0,512,0,0,49,0,-133,0,3105,238,27846
2026/3/10,3:30,27904,1319,14266,6557,355,1008,673,0,511,0,0,37,0,-132,0,3085,226,27905
2026/3/10,4:00,28201,1319,14594,6557,355,1020,739,0,512,0,0,38,0,-131,0,2944,255,28202
2026/3/10,4:30,28632,1319,14885,6559,356,992,737,0,512,0,0,48,0,-130,2,3136,216,28632
2026/3/10,5:00,29614,1319,15918,6559,356,974,888,0,511,0,0,63,0,-12,1,2783,255,29615
2026/3/10,5:30,30940,1319,17044,6560,356,976,891,0,511,0,0,77,0,1,0,2931,273,30939
2026/3/10,6:00,33079,1319,18321,6556,356,969,959,0,516,20,0,103,0,473,5,3165,317,33079
2026/3/10,6:30,35130,1319,19491,6559,364,963,989,0,515,246,0,107,0,840,11,3416,311,35131
2026/3/10,7:00,37191,1319,20330,6560,373,1005,990,0,514,723,0,121,0,1051,10,3908,287,37191
2026/3/10,7:30,39143,1319,20822,6559,370,1032,992,0,513,1348,0,137,0,1204,10,4574,264,39144
2026/3/10,8:00,41380,1319,21449,6559,372,1043,985,0,503,2109,0,157,0,1410,14,5146,315,41381
2026/3/10,8:30,43523,1319,22210,6560,370,1049,963,0,502,3055,0,156,0,1280,13,5727,318,43522
2026/3/10,9:00,44917,1319,22620,6558,371,1067,951,0,491,3918,0,159,0,1452,12,5688,311,44917
2026/3/10,9:30,45370,1319,22046,6561,371,1081,952,0,492,4617,0,163,0,1444,9,5982,333,45370
2026/3/10,10:00,45534,1319,21671,6557,370,1106,892,0,488,5359,0,169,0,1136,2,6170,295,45534
2026/3/10,10:30,45276,1319,21305,6559,371,1123,884,0,480,5918,0,148,0,808,0,6039,321,45275
2026/3/10,11:00,44755,1319,20998,6560,371,1120,659,0,475,6442,0,155,0,326,2,6015,313,44755
2026/3/10,11:30,43671,1319,20063,6562,370,1126,662,0,464,6691,0,161,0,130,0,5806,318,43672
2026/3/10,12:00,41914,1319,18188,6557,370,1134,655,0,465,6904,0,203,0,-84,2,5892,309,41914
2026/3/10,12:30,41010,1318,17456,6561,368,1127,656,0,465,7615,0,222,0,-1276,2,6190,305,41009
2026/3/10,13:00,41861,1318,18117,6562,369,1095,652,0,464,8275,0,212,0,-1512,2,5998,309,41861
2026/3/10,13:30,41153,1318,17557,6560,368,1097,662,0,464,8386,0,222,0,-2000,2,6213,305,41154
2026/3/10,14:00,40049,1318,17152,6561,367,1102,902,0,464,8372,0,217,0,-2840,3,6124,307,40049
2026/3/10,14:30,39532,1318,17379,6562,389,1106,913,0,465,8153,0,212,0,-2997,3,5728,301,39532
2026/3/10,15:00,39183,1318,18288,6561,431,1098,1000,0,467,7251,0,187,0,-2990,0,5246,326,39183
2026/3/10,15:30,39024,1319,19305,6559,448,1107,1015,0,467,5635,0,200,0,-1880,0,4529,321,39025
2026/3/10,16:00,39510,1319,20196,6559,446,1092,1058,0,466,3860,0,198,0,-382,13,4360,324,39509
2026/3/10,16:30,39965,1319,22131,6559,476,1092,1089,0,467,2107,0,200,0,109,12,4090,315,39966
2026/3/10,17:00,40403,1319,23335,6558,475,1074,1136,0,470,754,0,210,0,1060,22,3668,322,40403
2026/3/10,17:30,41201,1319,24353,6558,476,1058,1144,0,470,61,0,234,0,1739,30,3450,309,41201
2026/3/10,18:00,41810,1319,24639,6558,477,1069,1184,0,473,0,0,240,0,2515,33,2965,337,41809
2026/3/10,18:30,41943,1319,24670,6560,476,1069,1186,0,473,0,0,240,0,2183,33,3406,328,41943
2026/3/10,19:00,41590,1319,24439,6559,475,1060,1194,0,473,0,0,253,0,1518,29,3964,308,41591
2026/3/10,19:30,41357,1319,24177,6559,477,1050,1201,0,473,0,0,246,0,1228,19,4290,318,41357
2026/3/10,20:00,40894,1319,24138,6559,477,1031,1169,0,478,0,0,225,0,1039,21,4117,320,40893
2026/3/10,20:30,40433,1319,23867,6558,476,1060,1158,0,478,0,0,225,0,943,13,4009,326,40432
2026/3/10,21:00,39536,1319,23462,6559,476,1058,1127,0,479,0,0,229,0,585,7,3927,310,39538
2026/3/10,21:30,38438,1319,22513,6555,476,1073,1125,0,478,0,0,234,0,398,2,3942,324,38439
2026/3/10,22:00,37493,1319,21659,6510,469,1056,1090,0,477,0,0,233,0,604,3,3775,299,37494
2026/3/10,22:30,36283,1319,20504,6511,433,1036,1056,0,477,0,0,235,0,678,2,3717,315,36283
2026/3/10,23:00,35091,1319,19704,6510,432,1013,1045,0,478,0,0,249,0,438,0,3631,272,35091
2026/3/10,23:30,33711,1319,19021,6512,433,1006,1024,0,478,0,0,258,0,327,0,3186,148,33712
2026/3/11,0:00,32437,1319,19033,6512,393,1010,709,0,477,0,0,272,0,230,0,2338,144,32437
2026/3/11,0:30,31210,1319,17675,6512,351,1011,716,0,479,0,0,294,0,0,0,2750,103,31210
2026/3/11,1:00,30557,1319,16546,6513,350,1009,699,0,477,0,0,262,0,0,1,3235,147,30558
2026/3/11,1:30,30339,1319,16643,6510,351,992,668,0,478,0,0,255,0,13,0,2949,161,30339
2026/3/11,2:00,30317,1319,17191,6510,350,983,681,0,477,0,0,266,0,82,2,2257,200,30318
2026/3/11,2:30,30223,1319,16961,6509,352,1043,688,0,477,0,0,226,0,0,2,2446,199,30222
2026/3/11,3:00,30361,1319,16991,6511,351,1083,695,0,479,0,0,226,0,0,0,2476,232,30363
2026/3/11,3:30,30370,1319,17126,6510,350,1118,712,0,481,0,0,221,0,0,0,2313,221,30371
2026/3/11,4:00,30665,1319,16987,6509,350,1093,713,0,477,0,0,188,0,0,0,2749,280,30665
2026/3/11,4:30,31188,1319,17710,6509,351,1101,722,0,481,0,0,180,0,0,2,2531,283,31189
2026/3/11,5:00,32229,1319,18049,6510,346,1018,965,0,476,0,0,149,0,32,9,3114,241,32228
2026/3/11,5:30,33776,1319,19353,6511,338,970,976,0,476,0,0,138,0,307,9,3184,195,33776
2026/3/11,6:00,35811,1319,20557,6510,338,1071,1042,0,477,43,0,120,0,711,12,3388,224,35812
2026/3/11,6:30,37171,1319,20353,6510,334,1107,1029,0,477,826,0,110,0,814,11,3971,310,37171
2026/3/11,7:00,37802,1319,19403,6513,335,1090,992,0,479,2471,0,110,0,276,10,4493,312,37803
2026/3/11,7:30,38067,1319,17566,6514,334,1102,965,0,478,4554,0,108,0,0,7,4833,287,38067
2026/3/11,8:00,38874,1319,15053,6513,335,1166,972,0,473,6926,0,104,0,0,0,5705,308,38874
2026/3/11,8:30,39965,1319,13463,6516,331,1194,969,0,472,9242,0,102,0,0,1,6042,315,39966
2026/3/11,9:00,40502,1319,12494,6516,329,1211,957,0,469,11255,0,103,0,-176,2,5735,288,40502
2026/3/11,9:30,40441,1319,11644,6495,331,1236,950,0,469,12945,0,100,0,-713,1,5353,312,40442
2026/3/11,10:00,40013,1319,10512,6247,330,1281,910,0,468,14300,0,96,0,-1810,2,6063,294,40012
2026/3/11,10:30,39677,1319,10256,6210,326,1302,914,0,469,15287,0,92,0,-2664,1,5851,314,39677
2026/3/11,11:00,39218,1318,10647,5730,323,1305,721,0,470,15949,0,88,0,-3561,2,5931,293,39216
2026/3/11,11:30,38594,1318,11032,5524,312,1305,725,0,471,16227,0,80,0,-4498,2,5798,298,38594
2026/3/11,12:00,37188,1318,10527,5656,309,1278,724,0,469,16112,0,99,0,-5550,1,5964,281,37188
2026/3/11,12:30,36420,1318,10640,5218,305,1283,759,0,468,15723,0,98,0,-5665,1,5986,285,36419
2026/3/11,13:00,36846,1319,10813,5080,297,1258,754,0,467,14876,0,93,0,-4606,1,6213,280,36845
2026/3/11,13:30,36531,1319,10758,5026,297,1249,779,0,467,13657,0,90,0,-3661,2,6276,273,36532
2026/3/11,14:00,35942,1319,11009,5191,297,1248,1016,0,468,12002,0,84,0,-3228,2,6286,248,35942
2026/3/11,14:30,35509,1319,11720,5634,317,1253,1011,0,469,10261,0,86,0,-3148,1,6335,250,35508
2026/3/11,15:00,35486,1319,13074,6112,361,1279,1050,0,470,8310,0,74,0,-2615,1,5798,252,35485
2026/3/11,15:30,35889,1319,14062,6335,376,1313,1065,0,471,5957,0,65,0,-599,4,5271,250,35889
2026/3/11,16:00,36342,1319,16340,6762,375,1270,1113,0,470,3739,0,54,0,0,15,4611,274,36342
2026/3/11,16:30,37018,1319,19052,6999,406,1289,1137,0,471,1885,0,62,0,2,15,4120,260,37017
2026/3/11,17:00,37626,1319,21100,7035,406,1261,1172,0,470,582,0,62,0,263,29,3636,292,37627
2026/3/11,17:30,38666,1319,22195,7047,406,1264,1181,0,470,20,0,71,0,714,32,3666,282,38667
2026/3/11,18:00,39461,1319,22372,7084,405,1273,1191,0,474,0,0,87,0,1320,30,3615,291,39461
2026/3/11,18:30,39635,1319,22108,7088,406,1263,1196,0,473,0,0,82,0,1575,33,3804,286,39633
2026/3/11,19:00,39350,1319,22008,7086,406,1277,1179,0,475,0,0,70,0,1463,32,3749,285,39349
2026/3/11,19:30,39082,1319,21763,7087,407,1258,1206,0,475,0,0,61,0,1229,20,3959,298,39082
2026/3/11,20:00,38540,1319,21192,7088,406,1271,1212,0,479,0,0,64,0,1037,22,4160,290,38540
2026/3/11,20:30,38064,1319,20811,7086,406,1258,1206,0,480,0,0,60,0,925,14,4201,299,38065
2026/3/11,21:00,37063,1319,20260,7085,406,1264,1213,0,480,0,0,66,0,593,8,4111,259,37064
2026/3/11,21:30,35971,1319,19457,7086,407,1263,1210,0,480,0,0,66,0,398,2,4014,269,35971
2026/3/11,22:00,34959,1319,18931,7088,374,1247,1152,0,479,0,0,68,0,350,3,3723,225,34959
2026/3/11,22:30,33662,1319,17773,7084,373,1262,1120,0,475,0,0,65,0,20,2,3960,209,33662
2026/3/11,23:00,32474,1319,17100,7088,375,1266,1084,0,477,0,0,66,0,0,2,3497,199,32473
2026/3/11,23:30,31074,1319,15837,7087,373,1266,1074,0,480,0,0,70,0,0,2,3346,219,31073
2026/3/12,0:00,29866,1319,16261,7089,338,1254,726,0,482,0,0,98,0,0,0,2144,155,29866
2026/3/12,0:30,28655,1319,15420,7086,294,1269,734,0,485,0,0,111,0,0,0,1727,208,28653
2026/3/12,1:00,28124,1319,15206,7089,295,1253,737,0,483,0,0,118,0,0,0,1389,235,28124
2026/3/12,1:30,27858,1319,15087,7088,295,1247,740,0,483,0,0,127,0,0,0,1227,246,27859
2026/3/12,2:00,27763,1319,15057,7087,295,1260,738,0,483,0,0,132,0,0,0,1146,245,27762
2026/3/12,2:30,27767,1319,15118,7087,295,1258,736,0,483,0,0,141,0,0,0,1089,244,27770
2026/3/12,3:00,27939,1319,15283,7089,294,1265,721,0,484,0,0,151,0,0,0,1088,245,27939
2026/3/12,3:30,27943,1319,15176,7086,295,1266,718,0,487,0,0,156,0,0,0,1210,231,27944
2026/3/12,4:00,28263,1319,15611,7086,295,1271,716,0,483,0,0,145,0,0,0,1120,218,28264
2026/3/12,4:30,28659,1319,15862,7089,294,1333,713,0,483,0,0,146,0,0,0,1238,182,28659
2026/3/12,5:00,29754,1319,16434,7087,294,1412,976,0,482,0,0,143,0,0,0,1417,190,29754
2026/3/12,5:30,30910,1319,16925,7086,295,1435,1034,0,482,0,0,151,0,0,0,2041,142,30910
2026/3/12,6:00,32724,1319,18084,7086,294,1498,1080,0,484,50,0,121,0,0,6,2502,198,32722
2026/3/12,6:30,34106,1319,18406,7087,296,1534,1075,0,483,711,0,133,0,99,8,2737,218,34106
2026/3/12,7:00,35050,1319,17159,7091,297,1544,1051,0,485,2165,0,143,0,15,4,3495,283,35051
2026/3/12,7:30,35383,1319,14876,6990,296,1500,1022,0,485,4203,0,149,0,0,2,4289,254,35385
2026/3/12,8:00,36270,1319,14011,6213,297,1474,1025,0,480,6723,0,149,0,0,0,4282,298,36271
2026/3/12,8:30,37067,1319,13611,5942,296,1472,1012,0,478,9101,0,140,0,0,1,3390,305,37067
2026/3/12,9:00,37612,1319,12472,5840,296,1474,960,0,478,11369,0,141,0,0,3,2994,268,37614
2026/3/12,9:30,37736,1319,10705,5507,296,1490,959,0,478,13325,0,142,0,0,1,3219,295,37736
2026/3/12,10:00,37557,1319,9197,5122,296,1532,957,0,477,14796,0,133,0,-173,2,3622,277,37557
2026/3/12,10:30,37404,1314,9382,4878,296,1492,955,0,478,15853,0,135,0,-598,2,2920,299,37406
2026/3/12,11:00,37171,1314,9126,4607,296,1511,715,0,479,16473,0,125,0,-989,4,3241,269,37171
2026/3/12,11:30,36828,1315,9096,4562,295,1510,747,0,480,16776,0,117,0,-1791,5,3439,275,36826
2026/3/12,12:00,35555,1315,8758,4315,297,1486,757,0,478,16700,0,160,0,-2775,4,3799,261,35555
2026/3/12,12:30,34787,1316,9245,4261,295,1504,758,0,477,16199,0,159,0,-3230,4,3532,268,34788
2026/3/12,13:00,35266,1316,9671,4233,296,1516,758,0,474,15394,0,151,0,-2687,3,3873,268,35266
2026/3/12,13:30,34845,1316,9748,4194,295,1511,732,0,474,14206,0,152,0,-1774,5,3718,268,34845
2026/3/12,14:00,34378,1316,9791,4359,295,1500,959,0,473,12687,0,149,0,-1294,5,3880,259,34379
2026/3/12,14:30,34014,1312,10114,4513,315,1502,960,0,474,10937,0,155,0,-791,3,4263,257,34014
2026/3/12,15:00,33895,1311,10963,4892,359,1526,1066,0,473,8880,0,156,0,-547,1,4537,277,33894
2026/3/12,15:30,34348,1315,12852,5332,376,1503,1090,0,472,6511,0,166,0,0,0,4458,273,34348
2026/3/12,16:00,34935,1315,15128,6152,376,1493,1093,0,472,4154,0,146,0,103,14,4199,291,34936
2026/3/12,16:30,35593,1315,17479,6813,407,1507,1122,0,473,2106,0,151,0,12,15,3914,278,35592
2026/3/12,17:00,36364,1315,19325,7087,407,1515,1132,0,477,680,0,146,0,0,17,3965,297,36363
2026/3/12,17:30,37340,1315,20674,7088,407,1520,1138,0,477,28,0,125,0,268,21,3997,281,37339
2026/3/12,18:00,38393,1315,20748,7088,406,1499,1153,0,480,0,0,140,0,1292,26,3926,320,38393
2026/3/12,18:30,38534,1315,20690,7090,407,1474,1155,0,480,0,0,133,0,1729,28,3719,314,38534
2026/3/12,19:00,38358,1315,20203,7086,407,1468,1159,0,481,0,0,118,0,1809,28,3992,291,38357
2026/3/12,19:30,38053,1315,19610,7088,406,1466,1192,0,481,0,0,116,0,1998,15,4067,298,38052
2026/3/12,20:00,37659,1315,19092,7089,405,1507,1214,0,485,0,0,127,0,2018,14,4107,285,37658
2026/3/12,20:30,37262,1315,19561,7088,407,1482,1210,0,486,0,0,128,0,1173,13,4099,301,37263
2026/3/12,21:00,36497,1315,19713,7087,407,1490,1180,0,486,0,0,159,0,729,5,3673,254,36498
2026/3/12,21:30,35521,1315,18472,7085,407,1463,1176,0,486,0,0,147,0,665,0,4043,261,35520
2026/3/12,22:00,34623,1315,17723,7085,374,1412,1151,0,486,0,0,150,0,665,1,4041,220,34623
2026/3/12,22:30,33434,1315,16746,7085,373,1419,1093,0,482,0,0,144,0,665,0,3909,202,33433
2026/3/12,23:00,32472,1315,16935,6783,373,1388,1051,0,483,0,0,149,0,621,0,3224,150,32472
2026/3/12,23:30,31254,1315,15772,6637,375,1384,1033,0,482,0,0,157,0,426,0,3500,174,31255
2026/3/13,0:00,30012,1315,16220,6609,336,1399,679,0,478,0,0,171,0,214,0,2429,162,30012
2026/3/13,0:30,28997,1315,15313,6429,294,1441,681,0,481,0,0,193,0,0,2,2628,220,28997
2026/3/13,1:00,28565,1315,14942,6264,295,1436,681,0,479,0,0,173,0,0,1,2755,224,28565
2026/3/13,1:30,28377,1315,15054,6200,294,1411,681,0,479,0,0,181,0,0,2,2522,237,28376
2026/3/13,2:00,28272,1315,15645,6096,296,1430,680,0,479,0,0,179,0,0,0,1916,237,28273
2026/3/13,2:30,28380,1315,16008,6089,295,1465,681,0,479,0,0,184,0,0,2,1586,276,28380
2026/3/13,3:00,28461,1315,16174,6088,295,1455,673,0,480,0,0,179,0,0,0,1525,277,28461
2026/3/13,3:30,28487,1315,16176,6088,295,1455,678,0,483,0,0,173,0,0,1,1559,264,28487
2026/3/13,4:00,28799,1315,16362,6088,294,1447,837,0,480,0,0,165,0,0,0,1560,251,28799
2026/3/13,4:30,29312,1315,16797,6087,294,1450,841,0,479,0,0,166,0,0,1,1666,215,29311
2026/3/13,5:00,30386,1315,17314,6088,293,1444,972,0,479,0,0,157,0,0,2,2098,224,30386
2026/3/13,5:30,31589,1315,18173,6084,294,1448,977,0,479,0,0,157,0,0,0,2482,179,31588
2026/3/13,6:00,33225,1315,18983,6087,295,1414,1010,0,480,58,0,135,0,0,1,3237,211,33226
2026/3/13,6:30,34790,1315,19700,6090,296,1432,1010,0,480,679,0,133,0,109,10,3307,230,34791
2026/3/13,7:00,36138,1315,19531,6087,297,1371,993,0,482,1609,0,140,0,438,4,3661,211,36139
2026/3/13,7:30,37066,1315,19193,6090,296,1345,998,0,481,2633,0,140,0,294,2,4084,196,37067
2026/3/13,8:00,37984,1315,19256,6091,296,1374,868,0,476,4024,0,146,0,23,1,3882,232,37984
2026/3/13,8:30,38890,1315,17978,6091,297,1399,873,0,474,6070,0,154,0,0,0,3999,240,38890
2026/3/13,9:00,40180,1315,17517,6036,299,1414,922,0,471,8476,0,159,0,0,0,3348,223,40180
2026/3/13,9:30,40094,1315,16813,5759,298,1447,912,0,470,9560,0,165,0,0,0,3105,249,40093
2026/3/13,10:00,39264,1315,14739,5452,298,1468,896,0,469,10586,0,170,0,0,1,3630,239,39263
2026/3/13,10:30,39293,1315,13716,4692,296,1416,894,0,470,11939,0,178,0,-110,1,4227,259,39293
2026/3/13,11:00,39524,1315,13844,4419,297,1436,772,0,471,12445,0,179,0,-134,1,4220,260,39525
2026/3/13,11:30,39111,1315,14047,4283,296,1450,770,0,471,11881,0,172,0,-133,1,4295,262,39110
2026/3/13,12:00,37614,1315,13748,4257,297,1445,664,0,470,10831,0,213,0,-132,1,4254,250,37613
2026/3/13,12:30,37090,1315,14358,4422,297,1473,669,0,472,9818,0,207,0,-131,1,3926,263,37090
