timestamp,interval_hours,demand_mw,demand_mwh,total_generation_mw,total_generation_mwh,curtailment_mw,curtailment_mwh,unserved_energy_mw,unserved_energy_mwh,marginal_fuel,clearing_price_jpy_mwh,clearing_price_jpy_kwh,actual_system_price_jpy_mwh,actual_tokyo_price_jpy_mwh
2025-04-01 00:00:00,0.5,87830.0,43915.0,87830.0,43915.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13500.0,15410.0
2025-04-01 00:30:00,0.5,85428.0,42714.0,85428.0,42714.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13220.0,14250.0
2025-04-01 01:00:00,0.5,84708.0,42354.0,84708.0,42354.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12890.0,14010.0
2025-04-01 01:30:00,0.5,85133.0,42566.5,85133.0,42566.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12480.0,13930.0
2025-04-01 02:00:00,0.5,85893.0,42946.5,85893.0,42946.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12500.0,13590.0
2025-04-01 02:30:00,0.5,87225.0,43612.5,87225.0,43612.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12500.0,13540.0
2025-04-01 03:00:00,0.5,88697.0,44348.5,88697.0,44348.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12650.0,13470.0
2025-04-01 03:30:00,0.5,89192.0,44596.0,89192.0,44596.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12890.0,13470.0
2025-04-01 04:00:00,0.5,89997.0,44998.5,89997.0,44998.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12890.0,13420.0
2025-04-01 04:30:00,0.5,90822.0,45411.0,90822.0,45411.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12920.0,13420.0
2025-04-01 05:00:00,0.5,92534.0,46267.0,92534.0,46267.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13220.0,13480.0
2025-04-01 05:30:00,0.5,94349.0,47174.5,94349.0,47174.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13470.0,13560.0
2025-04-01 06:00:00,0.5,97298.0,48649.0,97298.0,48649.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,14180.0,14900.0
2025-04-01 06:30:00,0.5,100083.0,50041.5,100083.0,50041.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,15000.0,16000.0
2025-04-01 07:00:00,0.5,102545.0,51272.5,102545.0,51272.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,14740.0,15760.0
2025-04-01 07:30:00,0.5,106292.0,53146.0,106292.0,53146.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,14470.0,15730.0
2025-04-01 08:00:00,0.5,111738.0,55869.0,111738.0,55869.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,15000.0,15730.0
2025-04-01 08:30:00,0.5,116715.0,58357.5,116715.0,58357.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,16000.0,18060.0
2025-04-01 09:00:00,0.5,119456.0,59728.0,119456.0,59728.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,15730.0,19010.0
2025-04-01 09:30:00,0.5,119531.0,59765.5,119531.0,59765.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,15730.0,18230.0
2025-04-01 10:00:00,0.5,118222.0,59111.0,118222.0,59111.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,15730.0,18180.0
2025-04-01 10:30:00,0.5,118083.0,59041.5,118083.0,59041.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,14430.0,18280.0
2025-04-01 11:00:00,0.5,117642.0,58821.0,117642.0,58821.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13940.0,18230.0
2025-04-01 11:30:00,0.5,116671.0,58335.5,116671.0,58335.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13480.0,18000.0
2025-04-01 12:00:00,0.5,112688.0,56344.0,112688.0,56344.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,8130.000000000001,17600.0
2025-04-01 12:30:00,0.5,111358.0,55679.0,111358.0,55679.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,8010.0,16000.0
2025-04-01 13:00:00,0.5,114387.0,57193.5,114387.0,57193.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,12200.0,18000.0
2025-04-01 13:30:00,0.5,114729.0,57364.5,114729.0,57364.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13470.0,18280.0
2025-04-01 14:00:00,0.5,114577.0,57288.5,114577.0,57288.5,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13560.0,18370.0
2025-04-01 14:30:00,0.5,113524.0,56762.0,113524.0,56762.0,0.0,0.0,0.0,0.0,lng_ccgt,14038.203704075098,14.038203704075098,13910.0,20000.0
